province,topic,merged
Jawa Tengah,Ikan dan Ternak,Keraton Solo selalu merayakan kirab di hari yang telah ditentukan dan hewan ternak peliharaan keraton diarak keliling kota. Kirab yang dirayakan adalah untuk memperingati hari 1 suro berdasarkan kalender jawa menggunakan kerbau yang diarak keliling kota Solo.
Jawa Tengah,Ikan dan Ternak,"Terdapat sebuah tradisi yang digunakan sebagai ucapan syukur masyarakat Jawa Tengah terhadap hewan ternak yang dipelihara. Hewan ternak yang dimaksud adalah ayam, sapi, dan kerbau."
Jawa Tengah,Ikan dan Ternak,Terdapat sebuah tradisi yang digunakan sebagai ucapan syukur masyarakat Jawa Tengah terhadap hewan ternak yang dipelihara. Hewan tersebut akan dilarung (dihanyutkan) di laut.
Jawa Tengah,Ikan dan Ternak,Terdapat sebuah tradisi yang digunakan sebagai ucapan syukur masyarakat Jawa Tengah terhadap hewan ternak yang dipelihara. Bagian kepala hewan ternak harus dikorbankan dan dihanyutkan oleh pemiliknya.
Jawa Tengah,Ikan dan Ternak,Tradisi mbrandu adalah tradisi yang dikembangkan dan dilestarikan untuk membeli hewan-hewan ternak di Jawa Tengah. Tradisi ini dilakukan oleh setiap anggotanya yang membayar dengan nominal uang yang sama dan setiap anggota yang melakukan iuran akan mendapatkan bagian potongan tubuh sapi yang sama rata.
Jawa Tengah,Seni,Waluyo pandai memainkan alat musik tradisional pukul khas Jawa Tengah. Gambang merupakan alat musik yang sering dimainkan oleh Waluyo.
Jawa Tengah,Seni,Waluyo pandai memainkan alat musik tradisional pukul. Gong merupakan alat musik yang sering dimainkan oleh Waluyo.
Jawa Tengah,Seni,Waluyo pandai memainkan alat musik tradisional pukul. Bonang merupakan alat musik yang sering dimainkan oleh Waluyo.
Jawa Tengah,Seni,Rika pandai membawakan lagu tradisional Jawa Tengah. Sluku-sluku bathok adalah lagu andalannya ketika ditunjuk menyanyi.
Jawa Tengah,Seni,Rika pandai membawakan lagu tradisional Jawa Tengah. Gundul pacul adalah lagu andalannya ketika ditunjuk menyanyi.
Jawa Tengah,Seni,Rika pandai membawakan lagu tradisional Jawa Tengah. Cublak-cublak suweng adalah lagu andalannya ketika ditunjuk menyanyi.
Jawa Tengah,Seni,Rika pandai menari tradisional Jawa Tengah. Tari gambyong adalah tarian andalannya ketika ditunjuk menari.
Jawa Tengah,Seni,Rika pandai menari tradisional Jawa Tengah. Tari bedhoyo adalah tarian andalannya ketika ditunjuk menari.
Jawa Tengah,Seni,Rika pandai menari tradisional Jawa Tengah. Tari serimpi adalah tarian andalannya ketika ditunjuk menari.
Jawa Tengah,Seni,Rika mengundang para seniman tradisional Jawa Tengah ke rumahnya. Kesenian yang dibawakan oleh para seniman ini adalah wayang kulit.
Jawa Tengah,Seni,Rika mengundang para seniman tradisional Jawa Tengah ke rumahnya. Kesenian yang dibawakan oleh para seniman ini adalah wayang jemblung.
Jawa Tengah,Seni,Waluyo sangat suka dengan karya sastra jawa yang memiliki nilai filosofi yang tinggi. Asmaradana adalah karya yang disukai Waluyo.
Jawa Tengah,Seni,Waluyo sangat suka sastra jawa yang memiliki nilai filosofi yang tinggi. Pocung adalah karya yang disukai Waluyo.
Jawa Tengah,Permainan,Saat kecil Rika sangat suka bermain permainan tradisional bersama teman-temannya. Gobag sodor adalah salah satu permainan yang disukai Rika bersama dengan teman-temannya saat itu.
Jawa Tengah,Permainan,Saat kecil Rika sangat suka bermain permainan tradisional Jawa Tengah bersama teman-temannya. Engklek adalah salah satu permainan yang disukai Rika bersama dengan teman-temannya saat itu.
Jawa Tengah,Permainan,Saat kecil Rika sangat suka bermain permainan tradisional Jawa Tengah bersama teman-temannya. Bentengan adalah salah satu permainan yang disukai Rika bersama dengan teman-temannya saat itu.
Jawa Tengah,Permainan,Saat kecil Rika sangat suka bermain permainan tradisional Jawa Tengah bersama teman-temannya. Mereka berkumpul di lapangan dekat rumah yang luas untuk bermain gobag sodor.
Jawa Tengah,Permainan,Saat kecil Rika sangat suka bermain permainan tradisional Jawa Tengah bersama teman-temannya. Mereka berkumpul di halaman rumah salah satu anggotanya yang luas untuk bermain egrang.
Jawa Tengah,Sehari-hari,Waluyo senang duduk di tikar ketika sedang beristirahat. Waluyo duduk bersila dan sambil mengobrol dengan temannya.
Jawa Tengah,Sehari-hari,"Rita sedang makan di warung makan dan bertemu dengan tetangga nya tanpa sengaja. Rita melihatnya dan langsung menyapa dan menghampirinya, kemudian bersalam-salaman."
Jawa Tengah,Sehari-hari,Rita dan Waluyo senang mengendarai kendaraan darat yang tidak dijalankan dengan mesin. Mereka menggunakan alat transportasi yang bernama delman yang bisa muat untuk 8 orang.
Jawa Tengah,Sehari-hari,Rita dan Waluyo senang mengendarai kendaraan darat yang tidak dijalankan dengan mesin. Mereka menggunakan alat transportasi yang bernama becak yang hanya muat 2 orang dan dikayu oleh orang yang ada di belakangnya.
Jawa Tengah,Sehari-hari,"Rumah orangtua rika berbentuk rumah tradisional Jawa Tengah. Rumah ini terdiri dari pendopo, pinggitan, omah, senthong, padepokan, saka, gandhok, dan bagian belakang rumah."
Jawa Tengah,Sehari-hari,Rumah orangtua rika berbentuk rumah tradisional Jawa Tengah dan memiliki bagian-bagian tertentu untuk menyimpan barang dan berkumpul dengan keluarga. Omah digunakan untuk tempat berkumpul dengan keluarga dan menyimpan barang hasil panen.
Jawa Tengah,Socio-religious,Waluyo adalah penganut islam di kota Solo. Waluyo selalu beribadah bersama di masjid.
Jawa Tengah,Socio-religious,Rika adalah penganut konghuchu di kota Solo. Rika selalu beribadah bersama di klenteng.
Jawa Tengah,Socio-religious,Rika memiliki kedua orang tua yang berasal dari Jawa Tengah dan sangat mempercayai mitos. Rika tidak boleh bersiul di malam hari.
Jawa Tengah,Socio-religious,Rika memiliki kedua orang tua yang berasal dari Jawa Tengah dan sangat mempercayai mitos. Rika tidak boleh makan sambil tiduran.
Jawa Tengah,Socio-religious,Bulan ini merupakan bulan kelahiran Nabi Muhammad Salallahu 'Alaihi Wassalam. Keraton mengadakan upacara sekaten untuk memperingati hari kelahiran Nabi Muhammad Salallahu 'Alaihi Wassalam.
Jawa Tengah,Socio-religious,Rika tinggal di wilayah keraton solo dan memiliki kebiasaan yang jarang dimiliki oleh orang lain. Rika sering tidak menggunakan alas kaki.
Jawa Tengah,Socio-religious,"Rika tinggal di wilayah keraton solo dan memiliki gaya bicara jarang dimiliki oleh orang lain. Rika selalu bersuara dengan pelan, lemah lembut, dan sopan pada setiap orang yang mengajaknya berbicara."
Jawa Tengah,Socio-religious,"Rika baru saja melahirkan, namun ASI yang dikeluarkan masih sedikit. Ibunya menyuruh Rika untuk mengonsumsi uyup atau gepyokan."
Jawa Tengah,Socio-religious,Rika baru saja mengalami keputihan pada organ reproduksinya. Ibunya menyuruh Rika untuk mengonsumsi kunci sirih.
Jawa Tengah,Socio-religious,"Desa mawa cara, negara mawa tata. Setiap daerah memiliki adat - istiadat atau peraturan yang berbeda."
Jawa Tengah,Makanan,Lita pergi ke warung untuk membeli sarapan. Lita memesan nasi soto dan teh panas.
Jawa Tengah,Makanan,Ani gemar makan ayam goreng untuk makan siang. Ibu menyiapkan lalapan sayur mentah sebagai menu pelengkap.
Jawa Tengah,Makanan,Bapak dan Tina berjanji untuk makan siang khas Jawa Tengah bersama. Mereka akan makan nasi gandul dan minum teh panas.
Jawa Tengah,Makanan,Ayah akan kembali dari kantor saat istirahat makan siang. Ibu menyiapkan menu rumahan seperti nasi dan sayur bening untuk hidangan makan.
Jawa Tengah,Makanan,Ibu berencana mengajak keluarga untuk membeli makan khas Jawa Tengah malam di luar. Ibu akhirnya mengajak kami untuk menyantap mie godog di warung bakmi kesukaan.
Jawa Tengah,Makanan,Ayah tidak suka sarapan dengan makanan berat. Ayah biasanya makan wingko babat dan minum teh panas sebagai gantinya.
Jawa Tengah,Makanan,Linda ingin membawakan ibunya makanan ringan saat mudik nanti. Linda membeli klanting untuk suguhan di rumah ibunya nanti.
Jawa Tengah,Makanan,Ayah akan pergi untuk kunjungan gubernur di daerah Pati besok lusa. Ibu berpesan untuk dibawakan nasi Gandul jika pulang.
Jawa Tengah,Makanan,Sekolahan Rika akan mengadakan study tour ke beberapa destinasi wisata di kota Magelang. Ibu Rika memberikan beberapa lembar uang 50 ribu untuk dibelikan jadah dan wajik.
Jawa Tengah,Makanan,Rizal diajak ayahnya untuk pergi wisata ke Dieng. Rizal berencana membawakan teman kelasnya manisan carica sebagai oleh-oleh.
Jawa Tengah,Makanan,Rizal sedang menyiapkan minuman untuk acara Culture Day. Rizal akan membuat sirup kawista dan wedang tahu.
Jawa Tengah,Makanan,Pak Rizal gemar mengajak teman-temannya berkumpul ketika malam minggu di angkringan miliknya. Mereka biasanya minum wedang jahe dan mengobrol hingga larut.
Jawa Tengah,Makanan,Ibu menyiapkan hidangan untuk makan bersama siang ini. Lita dan adiknya bergegas untuk cuci tangan dan langsung menyantap makanan yang tersaji.
Jawa Tengah,Makanan,Sekolahan Rania hari ini mengadakan acara Culture Day. Rania menyiapkan daun pisang sebagai bungkus dan sendok (suru).
Jawa Tengah,Makanan,Ibu membeli banyak sayur pagi ini untuk memulai program diet. Sayur-sayur tersebut dipotong dalam wadah cething agar memudahkan saat pencucian.
Jawa Tengah,Makanan,Makanan kesukaan Yuli untuk sarapan adalah bubur lethok. Ibu sedang menghaluskan tempe sebagai bahan utamanya.
Jawa Tengah,Makanan,"Rita selalu memesan Gudeg Solo jika berkunjung ke Solo. Menurut Rita, gudeg Solo memiliki rasa yang gurih."
Jawa Tengah,Makanan,"Jika berkunjung ke Solo, Riko selalu memesan Timlo. Riko senang dengan makanan yang memiliki kuah yang bening seperti sup."
Jawa Tengah,Makanan,"Bulan lalu, ayah membawakan Rita buah Carica dan olahannya setelah berkunjung dari Dieng. Rita menyukai manisan buah Carica."
Jawa Tengah,Makanan,"Ayah mendapatkan tugas kunjungan kerja ke Rembang, minggu lalu. Ayah membawa banyak buah Kawista."
Jawa Tengah,Pernikahan,Rania berencana akan pergi ke Jogja minggu ini. Ibu tidak memberi izin Rania untuk berpergian saat h-7 menjelang pernikahan.
Jawa Tengah,Pernikahan,Riza minta bantuan kepada teman temannya untuk menyiapkan keperluan pernikahannya. Riza sedang menyiapkan seserahan yang akan diantarkan saat malam midodareni.
Jawa Tengah,Pernikahan,Karina sedang bingung memilih konsep hidangan saat pernikahannya nanti. Ibu menyarankan Karina untuk menggunakan konsep piring terbang.
Jawa Tengah,Pernikahan,"Sebagai EO, Raka lah yang menyusun rangkaian acara pada acara pernikahan Ali. Sebelum mempelai duduk di pelaminan, mempelai wanita akan membasuh kaki mempelai pria."
Jawa Tengah,Pernikahan,"Anita dan Ali baru saja menggelar pesta pernikahan. Setelah pesta sederhana di rumah Anita, pihak dari keluarga Ali akan melaksanakan acara ngunduh mantu di tempatnya."
Jawa Tengah,Pernikahan,Anita dan Ali baru saja menggelar pesta pernikahan. Paman sedang menyiapkan mobil untuk boyongan Anita ke rumah Ali.
Jawa Tengah,Pernikahan,Ali dan Anita merupakan keturunan jawa asli. Ibu Ali meminta Ali untuk mengenakan beskap saat pagelaran berlangsung.
Jawa Tengah,Pernikahan,"Ali menghubungi salon pengantin untuk mengatur pakaian yang nantinya akan ia kenakan. Sebagai pelengkap, maka akan dipasangkan keris dalam untaian jarik yang dipakai Ali."
Jawa Tengah,Pernikahan,Salon pengantin yang dihubungi oleh Ali juga akan mengatur busana yang dikenakan oleh Anita. Anita berpesan untuk dibuatkan paes dan untaian bunga melati sehingga serasi dengan model baju yang dikenakan.
Jawa Tengah,Pernikahan,"Ali dan Anita akan menikah dan merupakan keturunan jawa asli. Untuk melengkapi pakaian yang dikenakan Ali, Anita akan mengenakan kebaya tradisional."
Jawa Tengah,Pernikahan,Acara ngunduh mantu di rumah Ali berjalan dengan lancar. Tamu undangan yang hadir dari keluarga Ali lebih banyak dari pada keluarga Anita.
Jawa Tengah,Pernikahan,Anita sudah menyiapkan tim dekorasi untuk pesta pernikahannya Minggu ini. Pesta ini akan berlangsung di rumah Anita.
Jawa Tengah,Pernikahan,Bunda sibuk membantu bude untuk menyiapkan pernikahan putri bungsunya. Bunda meresepkan beberapa bahan untuk membuat sop manten sebagai salah satu hidangan.
Jawa Tengah,Hubungan Keluarga,Nial kebingungan saat pertama kali dikunjungi oleh keluarga ibunya. Kakak dari ibunya seharusnya dia panggil budhe.
Jawa Tengah,Hubungan Keluarga,"Selain itu, Nial juga kebingungan saat harus menyapa suami dari kakak ibunya. Suami dari kakak ibunya seharusnya dia panggil pakdhe."
Jawa Tengah,Hubungan Keluarga,Ainun baru saja melahirkan anak pertamanya dari Faiz. Faiz mengarahkan anaknya untuk memanggilnya dengan sebutan bapak.
Jawa Tengah,Hubungan Keluarga,"Karena pernikahan di saat usianya 17 tahun, Mirna dan Ibunya melahirkan bayi laki-laki di waktu yang berdekatan. Anak Mirna akan memanggil adik baru Mirna dengan sebutan Paklik."
Jawa Tengah,Hubungan Keluarga,Ani dan anak-anaknya tinggal menetap di Jakarta. Anak-anak ani menyebut ibu Ani dengan panggilan Mbah.
Jawa Tengah,Hubungan Keluarga,Nina telah merantau dari tahun pertama dia berkuliah. Nina selalu memanggil orang yang baru dia temui dengan sebutan mas/mbak sebagai rasa hormat.
Jawa Tengah,Hubungan Keluarga,"Selain itu, dia juga menaruh perhatian jika dia bertemu orang yang jauh lebih tua darinya. Nina selalu memanggil orang yang baru dia temui dengan sebutan pak/bu sebagai rasa hormat."
Jawa Tengah,Hubungan Keluarga,"Ibu merupakan orang asli Solo, Jawa Tengah. Saat ada tamu yang datang, Ibu selalu menjamu dengan baik."
Jawa Tengah,Hubungan Keluarga,"Ibu gurunya tak heran saat mengetahui Aini berasal dari Magelang, Jawa Tengah. Saat berdebat, Aini terbiasa mendahulukan temannya untuk mengutarakan opininya."
Jawa Tengah,"Kehamilan, Bayi, Anak",Andi mulai mengatur beberapa sisa cutinya untuk persiapan acara istrinya yang sedang hamil. Andi merencanakan upacara adat untuk keselamatan janin saat usia kandungan istrinya 7 bulan.
Jawa Tengah,"Kehamilan, Bayi, Anak","Di kehamilan pertamanya, ibunya sangat bawel memperingatinya tentang pantangan. Diana dilarang duduk ditengah pintu."
Jawa Tengah,"Kehamilan, Bayi, Anak","Sabtu lalu, Mirna diceritakan oleh suaminya bahwa ada ular di kamar mandi kantornya. Suaminya tidak boleh membunuh ular tersebut."
Jawa Tengah,"Kehamilan, Bayi, Anak",Sati menanyakan hal-hal yang berkaitan dengan kehamilan kepada ibunya. Sati dilarang makan durian.
Jawa Tengah,"Kehamilan, Bayi, Anak","Anaknya Mirna sudah selesai dimandikan. Karena waktu menjelang maghrib, maka ibunya melarang mirna untuk menidurkannya."
Jawa Tengah,"Kehamilan, Bayi, Anak",Ibunya berpesan bahwa anaknya sangat rentan akan hal gaib. Mirna selalu memasangkan peniti di bajunya untuk menghindari hal ghaib.
Jawa Tengah,"Kehamilan, Bayi, Anak",Bidan menjelaskan pentingnya asupan vitamin D bagi kekuatan tulang bayi. Kenzo sering diajak keluar agar mendapat sinar matahari.
Jawa Tengah,"Kehamilan, Bayi, Anak",Lina menyadari bahwa sikap santun harus ditanamkan sejak dini. Lina mulai mengawasi anaknya saat menerima dan meminta bantuan.
Jawa Tengah,"Kehamilan, Bayi, Anak",Suaminya berpesan bahwa anaknya harus bisa bersosialisasi agar tidak menjadi orang yang anti sosial. Lina membiarkan anaknya berinteraksi.
Jawa Tengah,"Kehamilan, Bayi, Anak","Ika diberi tahu bahwa Rizal, anak Bu Tarmi, harus segera dituntun agar tidak kelewatan. Bu Tarmi selalu menyuruh anaknya untuk solat berjamaah di masjid."
Jawa Tengah,"Kehamilan, Bayi, Anak",Nenek selalu menekankan bahwa anak gadis tidak boleh pergi terlalu jauh. Ibu melarang Mira untuk pulang diatas jam 6 sore.
Jawa Tengah,"Kehamilan, Bayi, Anak",Warga akan bergunjing jika mengetahui Mira diantar oleh lelaki ke rumahnya. Ayah melarang Mira untuk berpacaran.
Jawa Tengah,Kematian,"Bu Novi berjalan sembari menangis menuju rumah Mbah Har. Setelah kabar menyebar, Bu Novi ternyata menanyakan weton ibunya yang meninggal pagi ini."
Jawa Tengah,Kematian,"Ibu dihampiri oleh Bu Eni untuk segara datang ke rumah Pak Sidiq. Saat setelah mengetahui kabar kematian Bu Sidiq, semua warga berkumpul di kediaman."
Jawa Tengah,Kematian,Semua anak dan cucu bu Wati berkumpul dirumah duka. Dena memberikan bubuk kopi di bawah tempat baring jenazah.
Jawa Tengah,Kematian,Dina akhirnya sampai di rumah duka setelah menempuh perjalanan dari Kediri. Dina dan kakaknya langsung memandikan jenazah Ibunya.
Jawa Tengah,Kematian,"Ibu mengunjungi rumah Bulik Sita untuk takziah atas kepergian Paklik. Setelah jenazah dikebumikan, Ibu mengatur berkat yang akan dibagikan kepada tetangga sekitar."
Jawa Tengah,Kematian,Ina baru saja kehilangan ayahnya. Ina menggelar pengajian selama 7 hari berturut-turut untuk mendokan ayahnya.
Jawa Tengah,Kematian,Nita harus menghadiri pemakaman temannya yang meninggal karena kecelakaan. Nita mengenakan pakaian serba hitam untuk menunjukkan rasa bela sungkawa.
Jawa Tengah,Kematian,Riko kebingungan ketika ibu mengajaknya melayat ke rumah temannya. Ibu menasehati riko untuk memakai pakaian yang sopan (baju koko) dan mengenakan peci.
Jawa Tengah,Kematian,Om Riko merupakan anak lelaki satu-satunya dalam keluarga. Saat nenek meninggal. Om Riko mendapatkan bagian yang lebih banyak.
Jawa Tengah,Hari Besar Agama,Panitia mulai dibentuk untuk persiapan malam nuzulul quran. Acara utama yang dipersiapkan adalah pengajian khataman quran.
Jawa Tengah,Hari Besar Agama,Mita dan keluarganya selalu pergi ke luar sehari sebelum puasa ramadhan dimulai. Mereka pergi ke umbul untuk berenang.
Jawa Tengah,Hari Besar Agama,Intan selalu bersemangat pergi sholat tarawih. Hari ini ibunya kedapatan jadwal untuk pemberian jaburan selepas sholat.
Jawa Tengah,Hari Besar Agama,Ani tinggal di desa Ngreden yang berada di kabupaten Klaten. Desa tempat Ani tinggal melaksanakan tradisi sadranan untuk menyambut hari raya.
Jawa Tengah,Hari Besar Agama,Gina pulang terlambat saat malam Maulid Nabi karena akses jalan yang sedikit. Warga menutup akses jalan untuk pengajian.
Jawa Tengah,Hari Besar Agama,Nanti malam bertepatan dengan malam 1 suro. Ina menonton kirab kebo bule di kraton.
